"","sessionId","start","label","type"
"2647","Ea52eLBS/",70,"Attempt blocked. Sven Schipplock (1899 Hoffenheim) right footed shot from the right side of the box is blocked.",1
"2648","Ea52eLBS/",70,"Corner,  1899 Hoffenheim. Conceded by Felipe Santana.",2
"2649","Ea52eLBS/",71,"Offside, 1899 Hoffenheim. Marvin Compper tries a through ball, but Ryan Babel is caught offside.",9
"2650","Ea52eLBS/",72,"Foul by Sven Schipplock (1899 Hoffenheim).",3
"2651","Ea52eLBS/",72,"Andreas Beck (1899 Hoffenheim) wins a free kick on the right wing.",8
"2652","Ea52eLBS/",72,"Sven Bender (Borussia Dortmund) wins a free kick in the defensive half.",8
"2653","Ea52eLBS/",72,"Foul by Ivan Perisic (Borussia Dortmund).",3
"2654","Ea52eLBS/",73,"Offside, 1899 Hoffenheim. Fabian Johnson tries a through ball, but Ryan Babel is caught offside.",9
"2655","Ea52eLBS/",73,"Fabian Johnson (1899 Hoffenheim) wins a free kick on the right wing.",8
"2656","Ea52eLBS/",73,"Foul by Mats Hummels (Borussia Dortmund).",3
"2657","Ea52eLBS/",75,"Substitution, Borussia Dortmund. Mohamed Zidan replaces Shinji Kagawa.",7
"2658","Ea52eLBS/",79,"Foul by Andreas Beck (1899 Hoffenheim).",3
"2659","Ea52eLBS/",79,"Andreas Beck (1899 Hoffenheim) is shown the yellow card for a bad foul.",4
"2660","Ea52eLBS/",79,"Ivan Perisic (Borussia Dortmund) wins a free kick in the defensive half.",8
"2661","Ea52eLBS/",81,"Substitution, 1899 Hoffenheim. Dominik Kaiser replaces Fabian Johnson.",7
"2662","Ea52eLBS/",81,"Foul by Ryan Babel (1899 Hoffenheim).",3
"2663","Ea52eLBS/",81,"Felipe Santana (Borussia Dortmund) wins a free kick in the defensive half.",8
"2664","Ea52eLBS/",82,"Attempt missed. Sven Schipplock (1899 Hoffenheim) right footed shot from outside the box misses to the left.",1
"2665","Ea52eLBS/",83,"Attempt blocked. Peniel Kokou Mlapa (1899 Hoffenheim) right footed shot from a difficult angle on the right is blocked. Assisted by Sebastian Rudy.",1
"2666","Ea52eLBS/",83,"Attempt missed. Dominik Kaiser (1899 Hoffenheim) right footed shot from the right side of the box is close, but misses to the left.",1
"2667","Ea52eLBS/",84,"Attempt blocked. Jakub Blaszczykowski (Borussia Dortmund) right footed shot from outside the box is blocked. Assisted by Mohamed Zidan.",1
"2668","Ea52eLBS/",85,"Chinedu Obasi (1899 Hoffenheim) wins a free kick in the attacking half.",8
"2669","Ea52eLBS/",85,"Foul by Felipe Santana (Borussia Dortmund).",3
"2670","Ea52eLBS/",87,"Corner,  Borussia Dortmund. Conceded by Sebastian Rudy.",2
"2671","Ea52eLBS/",87,"Attempt missed. Robert Lewandowski (Borussia Dortmund) left footed shot from the centre of the box misses to the left. Assisted by Lukasz Piszczek.",1
"2672","Ea52eLBS/",88,"Attempt missed. Jakub Blaszczykowski (Borussia Dortmund) right footed shot from the right side of the box is too high. Assisted by Mohamed Zidan.",1
"2673","Ea52eLBS/",90,"Attempt blocked. Peniel Kokou Mlapa (1899 Hoffenheim) right footed shot from outside the box is blocked. Assisted by Ryan Babel.",1
"2674","Ea52eLBS/",90,"Foul by Peniel Kokou Mlapa (1899 Hoffenheim).",3
"2675","Ea52eLBS/",90,"Peniel Kokou Mlapa (1899 Hoffenheim) is shown the yellow card for a bad foul.",4
"2676","Ea52eLBS/",90,"Chinedu Obasi (1899 Hoffenheim) is shown the yellow card.",4
"2677","Ea52eLBS/",90,"Foul by Ryan Babel (1899 Hoffenheim).",3
"2678","Ea52eLBS/",90,"Sven Bender (Borussia Dortmund) wins a free kick in the defensive half.",8
"2679","Ea52eLBS/",90,"Felipe Santana (Borussia Dortmund) wins a free kick on the right wing.",8
"2680","Ea52eLBS/",90,"Attempt saved. Felipe Santana (Borussia Dortmund) header from the centre of the box is saved in the centre of the goal. Assisted by Jakub Blaszczykowski.",1
"2681","I5sHJt2n/",2,"Foul by Jordan Loties (Nancy).",3
"2682","I5sHJt2n/",2,"Florent Sinama-Pongolle (St Etienne) wins a free kick on the right wing.",8
"2683","I5sHJt2n/",4,"Corner,  St Etienne. Conceded by Jonathan Brison.",2
"2684","I5sHJt2n/",5,"Corner,  St Etienne. Conceded by Alexandre Cuvillier.",2
"2685","I5sHJt2n/",6,"Loosemy Karaboue (Nancy) wins a free kick in the defensive half.",8
"2686","I5sHJt2n/",6,"Foul by Bakary Sako (St Etienne).",3
"2687","I5sHJt2n/",8,"Foul by Samba DiakitAÂ© (Nancy).",3
"2688","I5sHJt2n/",8,"Florent Sinama-Pongolle (St Etienne) wins a free kick in the defensive half.",8
"2689","I5sHJt2n/",9,"Attempt saved. Gonzalo Bergessio (St Etienne) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Faouzi Ghoulam with a cross.",1
"2690","I5sHJt2n/",13,"Bakary Sako (St Etienne) hits the right post with a left footed shot from the left side of the box. Assisted by Gonzalo Bergessio.",1
"2691","I5sHJt2n/",16,"Offside, Nancy. Loosemy Karaboue tries a through ball, but Alexandre Cuvillier is caught offside.",9
"2692","I5sHJt2n/",17,"Foul by Bakaye Traore (Nancy).",3
"2693","I5sHJt2n/",17,"Florent Sinama-Pongolle (St Etienne) wins a free kick in the attacking half.",8
"2694","I5sHJt2n/",18,"Attempt blocked. Youssouf Hadji (Nancy) right footed shot from long range on the right is blocked. Assisted by Benjamin Jeannot.",1
"2695","I5sHJt2n/",19,"Foul by Jonathan Brison (Nancy).",3
"2696","I5sHJt2n/",19,"Florent Sinama-Pongolle (St Etienne) wins a free kick on the right wing.",8
"2697","I5sHJt2n/",21,"Hand ball by Andre Luiz (Nancy).",10
"2698","I5sHJt2n/",23,"Attempt saved. Bakary Sako (St Etienne) left footed shot from more than 35 yards is saved in the bottom left corner.",1
"2699","I5sHJt2n/",24,"MickaAÂ«l ChrAÂ©tien (Nancy) wins a free kick in the attacking half.",8
"2700","I5sHJt2n/",24,"Foul by Florent Sinama-Pongolle (St Etienne).",3
"2701","I5sHJt2n/",24,"Florent Sinama-Pongolle (St Etienne) is shown the yellow card for a bad foul.",4
"2702","I5sHJt2n/",26,"Corner,  St Etienne. Conceded by Alexandre Cuvillier.",2
"2703","I5sHJt2n/",27,"Hand ball by Gonzalo Bergessio (St Etienne).",10
"2704","I5sHJt2n/",27,"Foul by Alexandre Cuvillier (Nancy).",3
"2705","I5sHJt2n/",27,"Loic Perrin (St Etienne) wins a free kick in the defensive half.",8
"2706","I5sHJt2n/",29,"Hand ball by Youssouf Hadji (Nancy).",10
"2707","I5sHJt2n/",31,"Foul by Jonathan Brison (Nancy).",3
"2708","I5sHJt2n/",31,"Bakary Sako (St Etienne) wins a free kick on the right wing.",8
"2709","I5sHJt2n/",32,"Jonathan Brison (Nancy) is shown the yellow card for a bad foul.",4
"2710","I5sHJt2n/",32,"Foul by Benjamin Jeannot (Nancy).",3
"2711","I5sHJt2n/",32,"Faouzi Ghoulam (St Etienne) wins a free kick in the defensive half.",8
"2712","I5sHJt2n/",33,"Jean-Pascal Mignot (St Etienne) wins a free kick on the left wing.",8
"2713","I5sHJt2n/",35,"Foul by Youssouf Hadji (Nancy).",3
"2714","I5sHJt2n/",35,"Jean-Pascal Mignot (St Etienne) wins a free kick in the defensive half.",8
"2715","I5sHJt2n/",36,"Jonathan Brison (Nancy) wins a free kick in the defensive half.",8
"2716","I5sHJt2n/",36,"Foul by Josua Guilavogui (St Etienne).",3
"2717","I5sHJt2n/",37,"Loic Perrin (St Etienne) wins a free kick in the defensive half.",8
"2718","I5sHJt2n/",38,"Attempt blocked. Josua Guilavogui (St Etienne) right footed shot from outside the box is blocked. Assisted by Bakary Sako.",1
"2719","I5sHJt2n/",38,"Youssouf Hadji (Nancy) wins a free kick in the defensive half.",8
"2720","I5sHJt2n/",38,"Foul by Sylvain Marchal (St Etienne).",3
"2721","I5sHJt2n/",39,"Foul by MickaAÂ«l ChrAÂ©tien (Nancy).",3
"2722","I5sHJt2n/",39,"Bakary Sako (St Etienne) wins a free kick in the attacking half.",8
"2723","I5sHJt2n/",40,"Attempt saved. Florent Sinama-Pongolle (St Etienne) right footed shot from outside the box is saved in the top right corner.",1
"2724","I5sHJt2n/",40,"Corner,  St Etienne. Conceded by Damien Gregorini.",2
"2725","I5sHJt2n/",41,"Corner,  St Etienne. Conceded by Jordan Loties.",2
"2726","I5sHJt2n/",41,"Attempt missed. Pierre-Emerick Aubameyang (St Etienne) right footed shot from outside the box misses to the left.",1
"2727","I5sHJt2n/",45,"Youssouf Hadji (Nancy) wins a free kick on the left wing.",8
"2728","I5sHJt2n/",45,"Foul by Sylvain Marchal (St Etienne).",3
"2729","I5sHJt2n/",49,"Attempt missed. Florent Sinama-Pongolle (St Etienne) header from the centre of the box is close, but misses to the left. Assisted by Pierre-Emerick Aubameyang with a cross.",1
"2730","I5sHJt2n/",52,"Attempt blocked. Gonzalo Bergessio (St Etienne) left footed shot from outside the box is blocked. Assisted by Florent Sinama-Pongolle.",1
"2731","I5sHJt2n/",52,"Attempt missed. Florent Sinama-Pongolle (St Etienne) right footed shot from the right side of the box is too high.",1
"2732","I5sHJt2n/",56,"Attempt saved. Youssouf Hadji (Nancy) right footed shot from outside the box is saved in the centre of the goal. Assisted by Bakaye Traore.",1
"2733","I5sHJt2n/",57,"Attempt missed. Pierre-Emerick Aubameyang (St Etienne) left footed shot from outside the box misses to the left. Assisted by Loic Perrin.",1
"2734","I5sHJt2n/",59,"Attempt blocked. Bakary Sako (St Etienne) right footed shot from outside the box is blocked. Assisted by Faouzi Ghoulam.",1
"2735","I5sHJt2n/",59,"Corner,  St Etienne. Conceded by Jonathan Brison.",2
"2736","I5sHJt2n/",63,"Substitution, St Etienne. Idriss Saadi replaces Gonzalo Bergessio.",7
"2737","I5sHJt2n/",65,"Substitution, Nancy. Djamel Bakar replaces Benjamin Jeannot.",7
"2738","I5sHJt2n/",65,"Substitution, St Etienne. Laurent Batlles replaces Florent Sinama-Pongolle.",7
"2739","I5sHJt2n/",68,"Attempt missed. Djamel Bakar (Nancy) right footed shot from a difficult angle and long range on the right is close, but misses to the right. Assisted by Youssouf Hadji.",1
"2740","I5sHJt2n/",72,"Samba DiakitAÂ© (Nancy) wins a free kick in the defensive half.",8
"2741","I5sHJt2n/",72,"Foul by JAÂ©rAÂ©my Clement (St Etienne).",3
"2742","I5sHJt2n/",72,"JAÂ©rAÂ©my Clement (St Etienne) is shown the yellow card for a bad foul.",4
"2743","I5sHJt2n/",73,"Attempt missed. Pierre-Emerick Aubameyang (St Etienne) right footed shot from outside the box is high and wide to the right. Assisted by JAÂ©rAÂ©my Clement.",1
"2744","I5sHJt2n/",75,"Foul by Jordan Loties (Nancy).",3
"2745","I5sHJt2n/",75,"JAÂ©rAÂ©my Clement (St Etienne) wins a free kick in the defensive half.",8
"2746","I5sHJt2n/",76,"Attempt blocked. Bakary Sako (St Etienne) left footed shot from the centre of the box is blocked. Assisted by Laurent Batlles with a through ball.",1
"2747","I5sHJt2n/",76,"Corner,  St Etienne. Conceded by Jordan Loties.",2
"2748","I5sHJt2n/",78,"Jonathan Brison (Nancy) wins a free kick in the defensive half.",8
"2749","I5sHJt2n/",78,"Foul by Josua Guilavogui (St Etienne).",3
"2750","I5sHJt2n/",79,"Attempt missed. Pierre-Emerick Aubameyang (St Etienne) right footed shot from very close range is close, but misses to the right. Assisted by Laurent Batlles with a cross.",1
"2751","I5sHJt2n/",80,"Foul by Loosemy Karaboue (Nancy).",3
"2752","I5sHJt2n/",80,"Laurent Batlles (St Etienne) wins a free kick in the attacking half.",8
"2753","I5sHJt2n/",82,"Samba DiakitAÂ© (Nancy) wins a free kick in the attacking half.",8
"2754","I5sHJt2n/",82,"Foul by Josua Guilavogui (St Etienne).",3
"2755","I5sHJt2n/",82,"Substitution, Nancy. Distel Zola replaces Loosemy Karaboue.",7
"2756","I5sHJt2n/",83,"Corner,  St Etienne. Conceded by Distel Zola.",2
"2757","I5sHJt2n/",84,"Attempt missed. Pierre-Emerick Aubameyang (St Etienne) right footed shot from the centre of the box is just a bit too high. Assisted by Idriss Saadi with a headed pass.",1
"2758","I5sHJt2n/",85,"Corner,  Nancy. Conceded by Bakary Sako.",2
"2759","I5sHJt2n/",88,"Foul by MickaAÂ«l ChrAÂ©tien (Nancy).",3
"2760","I5sHJt2n/",88,"JAÂ©rAÂ©my Clement (St Etienne) wins a free kick in the attacking half.",8
"2761","I5sHJt2n/",88,"Goal!  St Etienne 1, Nancy 0. Sylvain Marchal (St Etienne) right footed shot from very close range to the bottom right corner. Assisted by Jean-Pascal Mignot with a headed pass following a set piece situation.",1
"2762","I5sHJt2n/",89,"Bakaye Traore (Nancy) is shown the yellow card.",4
"2763","I5sHJt2n/",90,"Attempt saved. Djamel Bakar (Nancy) right footed shot from the right side of the box is saved in the top right corner. Assisted by Andre Luiz.",1
"2764","I5sHJt2n/",90,"Corner,  Nancy. Conceded by StAÂ©phane Ruffier.",2
"2765","I5sHJt2n/",90,"Substitution, Nancy. Paul Alo'o Efoulou replaces Samba DiakitAÂ©.",7
"2766","I5sHJt2n/",90,"Djamel Bakar (Nancy) wins a free kick in the attacking half.",8
"2767","I5sHJt2n/",90,"Foul by Jean-Pascal Mignot (St Etienne).",3
"2768","I5sHJt2n/",90,"Attempt blocked. Jordan Loties (Nancy) right footed shot from outside the box is blocked. Assisted by Alexandre Cuvillier.",1
"2769","I5sHJt2n/",90,"Substitution, St Etienne. Loris Nery replaces Bakary Sako.",7
"2770","I5sHJt2n/",90,"Foul by Jordan Loties (Nancy).",3
"2771","I5sHJt2n/",90,"Laurent Batlles (St Etienne) wins a free kick on the right wing.",8
"2772","I5sHJt2n/",90,"Paul Alo'o Efoulou (Nancy) wins a free kick in the defensive half.",8
"2773","I5sHJt2n/",90,"Foul by Josua Guilavogui (St Etienne).",3
"2774","KhlsbNR9/",1,"Offside, FC Nurnberg. Philipp Wollscheid tries a through ball, but Alexander Esswein is caught offside.",9
"2775","KhlsbNR9/",2,"Corner,  Hannover. Conceded by Philipp Wollscheid.",2
"2776","KhlsbNR9/",4,"Javier Pinola (FC Nurnberg) wins a free kick on the left wing.",8
"2777","KhlsbNR9/",4,"Attempt saved. Timm Klose (FC Nurnberg) header from the centre of the box is saved in the bottom right corner. Assisted by Markus Feulner with a cross.",1
"2778","KhlsbNR9/",4,"Corner,  FC Nurnberg. Conceded by Ron-Robert Zieler.",2
"2779","KhlsbNR9/",6,"Attempt missed. Javier Pinola (FC Nurnberg) right footed shot from outside the box is too high.",1
"2780","KhlsbNR9/",7,"Foul by Timothy Chandler (FC Nurnberg).",3
"2781","KhlsbNR9/",7,"Konstantin Rausch (Hannover) wins a free kick on the left wing.",8
"2782","KhlsbNR9/",7,"Corner,  Hannover. Conceded by Javier Pinola.",2
"2783","KhlsbNR9/",8,"Corner,  Hannover. Conceded by Philipp Wollscheid.",2
"2784","KhlsbNR9/",9,"Attempt blocked. Alexander Esswein (FC Nurnberg) right footed shot from outside the box is blocked.",1
"2785","KhlsbNR9/",10,"Offside, FC Nurnberg. Philipp Wollscheid tries a through ball, but Tomas Pekhart is caught offside.",9
"2786","KhlsbNR9/",12,"Attempt missed. Tomas Pekhart (FC Nurnberg) left footed shot from the centre of the box misses to the left. Assisted by Alexander Esswein.",1
"2787","KhlsbNR9/",13,"Foul by Markus Feulner (FC Nurnberg).",3
"2788","KhlsbNR9/",13,"Offside, FC Nurnberg. Javier Pinola tries a through ball, but Timothy Chandler is caught offside.",9
"2789","KhlsbNR9/",13,"Manuel Schmiedebach (Hannover) wins a free kick in the defensive half.",8
"2790","KhlsbNR9/",15,"Offside, FC Nurnberg. Javier Pinola tries a through ball, but Tomas Pekhart is caught offside.",9
"2791","KhlsbNR9/",16,"Goal!  FC Nurnberg 0, Hannover 1. Mohammed Abdellaoue (Hannover) left footed shot from very close range to the bottom right corner. Assisted by Sofian Chahed with a cross.",1
"2792","KhlsbNR9/",17,"Almog Cohen (FC Nurnberg) wins a free kick in the attacking half.",8
"2793","KhlsbNR9/",17,"Foul by Sergio Pinto (Hannover).",3
"2794","KhlsbNR9/",19,"Offside, FC Nurnberg. Philipp Wollscheid tries a through ball, but Timothy Chandler is caught offside.",9
"2795","KhlsbNR9/",21,"Offside, Hannover. Konstantin Rausch tries a through ball, but Jan Schlaudraff is caught offside.",9
"2796","KhlsbNR9/",22,"Foul by Timothy Chandler (FC Nurnberg).",3
"2797","KhlsbNR9/",22,"Timothy Chandler (FC Nurnberg) is shown the yellow card for a bad foul.",4
"2798","KhlsbNR9/",22,"Konstantin Rausch (Hannover) wins a free kick in the attacking half.",8
"2799","KhlsbNR9/",23,"Attempt blocked. Sergio Pinto (Hannover) right footed shot from outside the box is blocked.",1
"2800","KhlsbNR9/",23,"Corner,  Hannover. Conceded by Tomas Pekhart.",2
"2801","KhlsbNR9/",23,"Attempt blocked. Sofian Chahed (Hannover) right footed shot from the right side of the box is blocked.",1
"2802","KhlsbNR9/",25,"Offside, FC Nurnberg. Timothy Chandler tries a through ball, but Tomas Pekhart is caught offside.",9
"2803","KhlsbNR9/",26,"Foul by Markus Feulner (FC Nurnberg).",3
"2804","KhlsbNR9/",26,"Penalty conceded by Raphael Schafer (FC Nurnberg) after a foul in the penalty area.",11
"2805","KhlsbNR9/",26,"Raphael Schafer (FC Nurnberg) is shown the yellow card for a bad foul.",4
"2806","KhlsbNR9/",26,"Sergio Pinto (Hannover) wins a free kick in the attacking half.",8
"2807","KhlsbNR9/",26,"Attempt saved. Manuel Schmiedebach (Hannover) right footed shot from outside the box is saved in the centre of the goal. Assisted by Sergio Pinto.",1
"2808","KhlsbNR9/",27,"Goal!  FC Nurnberg 0, Hannover 2. Konstantin Rausch (Hannover) converts the penalty with a left footed shot to the bottom right corner.",1
"2809","KhlsbNR9/",29,"Alexander Esswein (FC Nurnberg) wins a free kick on the left wing.",8
"2810","KhlsbNR9/",29,"Foul by Markus Feulner (FC Nurnberg).",3
"2811","KhlsbNR9/",29,"Foul by Lars Stindl (Hannover).",3
"2812","KhlsbNR9/",29,"Lars Stindl (Hannover) is shown the yellow card for a bad foul.",4
"2813","KhlsbNR9/",29,"Sofian Chahed (Hannover) wins a free kick in the defensive half.",8
"2814","KhlsbNR9/",30,"Corner,  FC Nurnberg. Conceded by Karim Haggui.",2
"2815","KhlsbNR9/",33,"Foul by Almog Cohen (FC Nurnberg).",3
"2816","KhlsbNR9/",33,"Sergio Pinto (Hannover) wins a free kick in the attacking half.",8
"2817","KhlsbNR9/",34,"Markus Feulner (FC Nurnberg) wins a free kick in the attacking half.",8
"2818","KhlsbNR9/",34,"Foul by Karim Haggui (Hannover).",3
"2819","KhlsbNR9/",37,"Foul by Timothy Chandler (FC Nurnberg).",3
"2820","KhlsbNR9/",37,"Timm Klose (FC Nurnberg) wins a free kick in the defensive half.",8
"2821","KhlsbNR9/",37,"Konstantin Rausch (Hannover) wins a free kick on the left wing.",8
"2822","KhlsbNR9/",37,"Foul by Lars Stindl (Hannover).",3
"2823","KhlsbNR9/",41,"Attempt saved. Tomas Pekhart (FC Nurnberg) left footed shot from outside the box is saved in the top centre of the goal. Assisted by Markus Feulner.",1
"2824","KhlsbNR9/",41,"Corner,  FC Nurnberg. Conceded by Christian Schulz.",2
"2825","KhlsbNR9/",42,"Attempt missed. Timm Klose (FC Nurnberg) header from the centre of the box is close, but misses to the left. Assisted by Alexander Esswein with a cross following a corner.",1
"2826","KhlsbNR9/",45,"Javier Pinola (FC Nurnberg) wins a free kick in the defensive half.",8
"2827","KhlsbNR9/",45,"Substitution, FC Nurnberg. Jens Hegeler replaces Almog Cohen.",7
"2828","KhlsbNR9/",45,"Substitution, FC Nurnberg. Christian Eigler replaces Robert Mak.",7
"2829","KhlsbNR9/",45,"Foul by Manuel Schmiedebach (Hannover).",3
"2830","KhlsbNR9/",50,"Foul by Tomas Pekhart (FC Nurnberg).",3
"2831","KhlsbNR9/",50,"Karim Haggui (Hannover) wins a free kick in the defensive half.",8
"2832","KhlsbNR9/",51,"Corner,  FC Nurnberg. Conceded by Christian Schulz.",2
"2833","KhlsbNR9/",52,"Markus Feulner (FC Nurnberg) wins a free kick on the right wing.",8
"2834","KhlsbNR9/",52,"Foul by Sergio Pinto (Hannover).",3
"2835","KhlsbNR9/",52,"Sergio Pinto (Hannover) is shown the yellow card for a bad foul.",4
"2836","KhlsbNR9/",53,"Attempt missed. Timm Klose (FC Nurnberg) header from the centre of the box is just a bit too high. Assisted by Markus Feulner with a cross following a set piece situation.",1
"2837","KhlsbNR9/",54,"Offside, FC Nurnberg. Christian Eigler tries a through ball, but Tomas Pekhart is caught offside.",9
"2838","KhlsbNR9/",56,"Goal!  FC Nurnberg 1, Hannover 2. Tomas Pekhart (FC Nurnberg) header from the centre of the box to the bottom right corner. Assisted by Timothy Chandler with a cross.",1
"2839","KhlsbNR9/",57,"Foul by Tomas Pekhart (FC Nurnberg).",3
"2840","KhlsbNR9/",57,"Konstantin Rausch (Hannover) wins a free kick on the left wing.",8
"2841","KhlsbNR9/",58,"Foul by Markus Feulner (FC Nurnberg).",3
"2842","KhlsbNR9/",58,"Timm Klose (FC Nurnberg) wins a free kick in the defensive half.",8
"2843","KhlsbNR9/",58,"Konstantin Rausch (Hannover) wins a free kick on the left wing.",8
"2844","KhlsbNR9/",58,"Foul by Mohammed Abdellaoue (Hannover).",3
"2845","KhlsbNR9/",59,"Corner,  FC Nurnberg. Conceded by Konstantin Rausch.",2
"2846","KhlsbNR9/",59,"Attempt saved. Tomas Pekhart (FC Nurnberg) header from a difficult angle on the left is saved in the top left corner. Assisted by Timm Klose with a headed pass.",1
"2847","KhlsbNR9/",60,"Corner,  FC Nurnberg. Conceded by Ron-Robert Zieler.",2
"2848","KhlsbNR9/",61,"Christian Eigler (FC Nurnberg) wins a free kick in the attacking half.",8
"2849","KhlsbNR9/",61,"Foul by Lars Stindl (Hannover).",3
"2850","KhlsbNR9/",61,"Emanuel Pogatetz (Hannover) wins a free kick in the defensive half.",8
"2851","KhlsbNR9/",63,"Substitution, Hannover. Didier Ya Konan replaces Mohammed Abdellaoue.",7
"2852","KhlsbNR9/",64,"Corner,  FC Nurnberg. Conceded by Christian Schulz.",2
"2853","KhlsbNR9/",65,"Attempt blocked. Philipp Wollscheid (FC Nurnberg) right footed shot from the centre of the box is blocked.",1
"2854","KhlsbNR9/",65,"Corner,  FC Nurnberg. Conceded by Emanuel Pogatetz.",2
"2855","KhlsbNR9/",65,"Timothy Chandler (FC Nurnberg) wins a free kick on the right wing.",8
"2856","KhlsbNR9/",65,"Foul by Jan Schlaudraff (Hannover).",3
"2857","KhlsbNR9/",66,"Markus Feulner (FC Nurnberg) wins a free kick on the right wing.",8
"2858","KhlsbNR9/",66,"Foul by Manuel Schmiedebach (Hannover).",3
"2859","KhlsbNR9/",67,"Christian Eigler (FC Nurnberg) wins a free kick in the defensive half.",8
"2860","KhlsbNR9/",67,"Foul by Sergio Pinto (Hannover).",3
"2861","KhlsbNR9/",68,"Corner,  Hannover. Conceded by Alexander Esswein.",2
"2862","KhlsbNR9/",68,"Corner,  Hannover. Conceded by Timothy Chandler.",2
"2863","KhlsbNR9/",69,"Offside, Hannover. Sergio Pinto tries a through ball, but Jan Schlaudraff is caught offside.",9
"2864","KhlsbNR9/",69,"Substitution, Hannover. Moritz Stoppelkamp replaces Jan Schlaudraff.",7
"2865","KhlsbNR9/",71,"Foul by Jens Hegeler (FC Nurnberg).",3
"2866","KhlsbNR9/",71,"Sofian Chahed (Hannover) wins a free kick in the defensive half.",8
"2867","KhlsbNR9/",72,"Christian Eigler (FC Nurnberg) wins a free kick in the attacking half.",8
"2868","KhlsbNR9/",72,"Foul by Sofian Chahed (Hannover).",3
"2869","KhlsbNR9/",74,"Offside, FC Nurnberg. Jens Hegeler tries a through ball, but Alexander Esswein is caught offside.",9
"2870","KhlsbNR9/",76,"Substitution, FC Nurnberg. Markus Mendler replaces Alexander Esswein.",7
"2871","KhlsbNR9/",77,"Sofian Chahed (Hannover) wins a free kick in the defensive half.",8
"2872","KhlsbNR9/",78,"Ron-Robert Zieler (Hannover) is shown the yellow card.",4
"2873","KhlsbNR9/",79,"Foul by Markus Feulner (FC Nurnberg).",3
"2874","KhlsbNR9/",79,"Moritz Stoppelkamp (Hannover) wins a free kick in the defensive half.",8
"2875","KhlsbNR9/",80,"Javier Pinola (FC Nurnberg) wins a free kick in the defensive half.",8
"2876","KhlsbNR9/",80,"Foul by Lars Stindl (Hannover).",3
"2877","KhlsbNR9/",82,"Markus Feulner (FC Nurnberg) wins a free kick on the left wing.",8
"2878","KhlsbNR9/",82,"Foul by Sofian Chahed (Hannover).",3
"2879","KhlsbNR9/",83,"Attempt missed. Timm Klose (FC Nurnberg) right footed shot from the centre of the box is close, but misses to the left. Assisted by Markus Feulner following a set piece situation.",1
"2880","KhlsbNR9/",84,"Timmy Simons (FC Nurnberg) wins a free kick in the defensive half.",8
"2881","KhlsbNR9/",84,"Foul by Lars Stindl (Hannover).",3
"2882","KhlsbNR9/",87,"Philipp Wollscheid (FC Nurnberg) wins a free kick in the defensive half.",8
"2883","KhlsbNR9/",87,"Foul by Markus Mendler (FC Nurnberg).",3
"2884","KhlsbNR9/",87,"Substitution, Hannover. Christian Pander replaces Konstantin Rausch.",7
"2885","KhlsbNR9/",87,"Foul by Didier Ya Konan (Hannover).",3
"2886","KhlsbNR9/",87,"Sofian Chahed (Hannover) wins a free kick in the defensive half.",8
"2887","KhlsbNR9/",88,"Jens Hegeler (FC Nurnberg) wins a free kick in the attacking half.",8
"2888","KhlsbNR9/",88,"Foul by Emanuel Pogatetz (Hannover).",3
"2889","KhlsbNR9/",89,"Attempt blocked. Markus Feulner (FC Nurnberg) right footed shot from outside the box is blocked.",1
"2890","KhlsbNR9/",89,"Offside, FC Nurnberg. Tomas Pekhart tries a through ball, but Philipp Wollscheid is caught offside.",9
"2891","KhlsbNR9/",90,"Markus Feulner (FC Nurnberg) wins a free kick on the left wing.",8
"2892","KhlsbNR9/",90,"Attempt saved. Tomas Pekhart (FC Nurnberg) right footed shot from the centre of the box is saved in the centre of the goal.",1
"2893","KhlsbNR9/",90,"Foul by Sergio Pinto (Hannover).",3
"2894","KhlsbNR9/",90,"Offside, Hannover. Sofian Chahed tries a through ball, but Didier Ya Konan is caught offside.",9
"2895","lShocssG/",5,"Offside, SC Freiburg. Pavel Krmas tries a through ball, but Papiss Demba Cisse is caught offside.",9
"2896","lShocssG/",8,"Offside, FSV Mainz. Andreas Ivanschitz tries a through ball, but Sami Allagui is caught offside.",9
"2897","lShocssG/",9,"Foul by Oliver Barth (SC Freiburg).",3
"2898","lShocssG/",9,"Andreas Ivanschitz (FSV Mainz) wins a free kick in the attacking half.",8
"2899","lShocssG/",10,"Julian Schuster (SC Freiburg) wins a free kick in the defensive half.",8
"2900","lShocssG/",10,"Attempt blocked. Papiss Demba Cisse (SC Freiburg) right footed shot from the centre of the box is blocked.",1
"2901","lShocssG/",10,"Foul by Andreas Ivanschitz (FSV Mainz).",3
"2902","lShocssG/",11,"Mensur Mujdza (SC Freiburg) wins a free kick on the right wing.",8
"2903","lShocssG/",11,"Foul by Eric Maxim Choupo-Moting (FSV Mainz).",3
"2904","lShocssG/",14,"Cedric Makiadi (SC Freiburg) wins a free kick in the defensive half.",8
"2905","lShocssG/",14,"Foul by Eugen Polanski (FSV Mainz).",3
"2906","lShocssG/",15,"Foul by Johannes Flum (SC Freiburg).",3
"2907","lShocssG/",15,"Marco Caligiuri (FSV Mainz) wins a free kick in the defensive half.",8
"2908","lShocssG/",21,"Offside, FSV Mainz. Andreas Ivanschitz tries a through ball, but Sami Allagui is caught offside.",9
